"product_name","size","milk_type","with_whip","calories","total_fat_g","cholesterol_mg","sodium_mg","total_carbs_g","sugar_g","caffeine_mg"
"brewed coffee - dark roast","short","None","No",3,0.1,0,5,0,0,130
"brewed coffee - dark roast","tall","None","No",4,0.1,0,10,0,0,193
"brewed coffee - dark roast","grande","None","No",5,0.1,0,10,0,0,260
"brewed coffee - dark roast","venti","None","No",5,0.1,0,10,0,0,340
"brewed coffee - decaf pike place roast","short","None","No",3,0.1,0,5,0,0,15
"brewed coffee - decaf pike place roast","tall","None","No",4,0.1,0,10,0,0,20
"brewed coffee - decaf pike place roast","grande","None","No",5,0.1,0,10,0,0,25
"brewed coffee - decaf pike place roast","venti","None","No",5,0.1,0,10,0,0,30
"brewed coffee - medium roast","short","None","No",3,0.1,0,5,0,0,155
"brewed coffee - medium roast","tall","None","No",4,0.1,0,5,0,0,235
"brewed coffee - medium roast","grande","None","No",5,0.1,0,5,0,0,310
"brewed coffee - medium roast","venti","None","No",5,0.1,0,5,0,0,410
"brewed coffee - True North Blend Blonde roast","short","None","No",3,0.1,0,5,0,0,180
"brewed coffee - True North Blend Blonde roast","tall","None","No",4,0.1,0,5,0,0,270
"brewed coffee - True North Blend Blonde roast","grande","None","No",5,0.1,0,5,0,0,360
"brewed coffee - True North Blend Blonde roast","venti","None","No",5,0.1,0,5,0,0,475
"Caffè Misto","short","Nonfat","No",35,0.1,0,45,5,5,75
"Caffè Misto","short","2%","No",50,2,10,50,5,5,75
"Caffè Misto","short","Whole","No",70,3.5,10,50,5,5,75
"Caffè Misto","short","Soy","No",40,1.5,0,40,3,2,75
"Caffè Misto","short","Coconut","No",40,2.5,0,45,4,3,75
"Caffè Misto","tall","Nonfat","No",60,0.2,5,70,8,8,115
"Caffè Misto","tall","2%","No",80,3,15,80,8,8,115
"Caffè Misto","tall","Whole","No",100,5,15,70,8,8,115
"Caffè Misto","tall","Soy","No",60,2.5,0,60,5,4,115
"Caffè Misto","tall","Coconut","No",60,3.5,0,70,6,5,115
"Caffè Misto","grande","Nonfat","No",70,0.2,5,90,10,10,150
"Caffè Misto","grande","2%","No",110,4,15,100,10,10,150
"Caffè Misto","grande","Whole","No",130,7,20,95,10,10,150
"Caffè Misto","grande","Soy","No",80,3,0,80,6,5,150
"Caffè Misto","grande","Coconut","No",70,4.5,0,90,7,7,150
"Caffè Misto","venti","Nonfat","No",90,0.3,5,115,13,13,195
"Caffè Misto","venti","2%","No",130,5,20,130,13,13,195
"Caffè Misto","venti","Whole","No",160,9,25,120,13,13,195
"Caffè Misto","venti","Soy","No",100,4,0,100,8,6,195
"Caffè Misto","venti","Coconut","No",80,5,0,90,7,7,195
"Clover Brewed Coffee - Dark Roast","short","None","No",10,0,0,5,0,0,190
"Clover Brewed Coffee - Dark Roast","tall","None","No",10,0,0,10,0,0,280
"Clover Brewed Coffee - Dark Roast","grande","None","No",10,0,0,10,0,0,380
"Clover Brewed Coffee - Dark Roast","venti","None","No",10,0,0,10,0,0,470
"Clover Brewed Coffee -  Light Roast","short","None","No",10,0,0,5,0,0,155
"Clover Brewed Coffee -  Light Roast","tall","None","No",10,0,0,10,0,0,255
"Clover Brewed Coffee -  Light Roast","grande","None","No",10,0,0,10,0,0,340
"Clover Brewed Coffee -  Light Roast","venti","None","No",10,0,0,10,0,0,425
"Clover Brewed Coffee - Medium Roast","short","None","No",10,0,0,5,0,0,170
"Clover Brewed Coffee - Medium Roast","tall","None","No",10,0,0,10,0,0,280
"Clover Brewed Coffee - Medium Roast","grande","None","No",10,0,0,10,0,0,375
"Clover Brewed Coffee - Medium Roast","venti","None","No",10,0,0,10,0,0,445
"Iced Coffee","tall","None","No",60,0,0,10,15,15,120
"Iced Coffee","grande","None","No",80,0.1,0,10,20,20,165
"Iced Coffee","venti","None","No",120,0.1,0,15,30,30,235
"Iced Coffee with milk","tall","Nonfat","No",80,0.1,0,30,17,17,90
"Iced Coffee with milk","tall","2%","No",80,1,5,30,17,17,90
"Iced Coffee with milk","tall","Whole","No",90,1.5,5,30,17,17,90
"Iced Coffee with milk","tall","Soy","No",80,1,0,25,16,16,90
"Iced Coffee with milk","tall","Coconut","No",80,1,0,25,17,16,110
"Iced Coffee with milk","grande","Nonfat","No",100,0.1,0,35,23,23,125
"Iced Coffee with milk","grande","2%","No",110,1.5,5,40,23,23,125
"Iced Coffee with milk","grande","Whole","No",120,2,5,35,23,23,125
"Iced Coffee with milk","grande","Soy","No",110,1,0,35,22,21,125
"Iced Coffee with milk","grande","Coconut","No",100,1.5,0,35,22,22,150
"Iced Coffee with milk","venti","Nonfat","No",160,0.1,0,60,35,35,170
"Iced Coffee with milk","venti","2%","No",170,2,10,65,35,35,170
"Iced Coffee with milk","venti","Whole","No",190,3.5,10,60,35,35,170
"Iced Coffee with milk","venti","Soy","No",160,1.5,0,55,33,32,170
"Iced Coffee with milk","venti","Coconut","No",160,2.5,0,55,33,33,205
"Cold Brewed Coffee","tall","None","No",2,0,0,10,0,0,150
"Cold Brewed Coffee","grande","None","No",3,0,0,15,0,0,200
"Cold Brewed Coffee","venti","None","No",4,0,0,20,0,0,300
"Vanilla Sweet Cream Cold Brew","tall","None","No",100,6,20,20,12,12,140
"Vanilla Sweet Cream Cold Brew","grande","None","No",110,6,20,25,14,14,185
"Vanilla Sweet Cream Cold Brew","venti","None","No",200,11,40,40,24,24,275
"Espresso - Caffè Americano","short","None","No",5,0,0,5,1,0,75
"Espresso - Caffè Americano","tall","None","No",10,0,0,10,1,0,150
"Espresso - Caffè Americano","grande","None","No",15,0,0,15,1,0,225
"Espresso - Caffè Americano","venti","None","No",25,0,0,10,1,0,300
"Espresso - Iced Caffè Americano","tall","None","No",10,0,0,10,2,0,150
"Espresso - Iced Caffè Americano","grande","None","No",15,0,0,15,3,0,225
"Espresso - Iced Caffè Americano","venti","None","No",25,0,0,20,3,0,300
"Caffè Latte","tall","Nonfat","No",100,0.2,5,120,15,14,75
"Caffè Latte","tall","2%","No",150,6,25,135,15,14,75
"Caffè Latte","tall","Whole","No",180,9,30,125,15,14,75
"Caffè Latte","tall","Soy","No",110,4.5,0,105,10,6,75
"Caffè Latte","tall","Coconut","No",110,7,0,120,11,10,75
"Caffè Latte","grande","Nonfat","No",130,0.3,5,150,19,18,150
"Caffè Latte","grande","2%","No",190,7,30,170,19,17,150
"Caffè Latte","grande","Whole","No",230,11,35,150,19,17,150
"Caffè Latte","grande","Soy","No",150,5,0,130,13,8,150
"Caffè Latte","grande","Coconut","No",140,8,0,150,14,12,150
"Caffè Latte","venti","Nonfat","No",170,0.4,10,190,25,23,150
"Caffè Latte","venti","2%","No",240,9,35,220,24,22,150
"Caffè Latte","venti","Whole","No",290,15,45,200,24,22,150
"Caffè Latte","venti","Soy","No",190,7,0,170,16,11,150
"Caffè Latte","venti","Coconut","No",170,11,0,200,18,16,150
"Iced Caffè Latte","tall","Nonfat","No",70,0.1,5,80,10,9,75
"Iced Caffè Latte","tall","2%","No",100,3.5,15,90,10,9,75
"Iced Caffè Latte","tall","Whole","No",120,6,20,85,10,9,75
"Iced Caffè Latte","tall","Soy","No",80,3,0,75,7,4,75
"Iced Caffè Latte","tall","Coconut","No",70,4,0,80,7,6,75
"Iced Caffè Latte","grande","Nonfat","No",90,0.2,5,105,13,11,150
"Iced Caffè Latte","grande","2%","No",130,4.5,20,115,13,11,150
"Iced Caffè Latte","grande","Whole","No",150,7,25,105,13,11,150
"Iced Caffè Latte","grande","Soy","No",100,3.5,0,95,9,5,150
"Iced Caffè Latte","grande","Coconut","No",90,5,0,105,10,8,150
"Iced Caffè Latte","venti","Nonfat","No",130,0.3,5,140,19,16,225
"Iced Caffè Latte","venti","2%","No",180,6,25,160,18,15,225
"Iced Caffè Latte","venti","Whole","No",210,10,30,150,18,15,225
"Iced Caffè Latte","venti","Soy","No",150,5,0,130,13,8,225
"Iced Caffè Latte","venti","Coconut","No",130,7,0,150,14,11,225
"Caffè Mocha","short","Nonfat","No",120,1.5,5,65,21,17,90
"Caffè Mocha","short","Nonfat","Yes",180,6,20,70,23,18,90
"Caffè Mocha","short","2%","No",150,4,10,70,21,17,90
"Caffè Mocha","short","2%","Yes",200,9,30,75,22,18,90
"Caffè Mocha","short","Whole","No",160,6,15,65,21,17,90
"Caffè Mocha","short","Whole","Yes",210,11,35,70,22,18,90
"Caffè Mocha","short","Soy","No",130,3.5,0,55,18,13,90
"Caffè Mocha","short","Soy","Yes",180,9,20,60,20,14,90
"Caffè Mocha","short","Coconut","No",130,4.5,0,65,19,15,90
"Caffè Mocha","short","Coconut","Yes",180,10,20,70,21,16,90
"Caffè Mocha","tall","Nonfat","No",190,2,5,100,32,27,95
"Caffè Mocha","tall","Nonfat","Yes",250,8,25,110,34,28,95
"Caffè Mocha","tall","2%","No",230,6,20,115,32,26,95
"Caffè Mocha","tall","2%","Yes",290,13,40,120,34,28,95
"Caffè Mocha","tall","Whole","No",250,9,25,105,32,26,95
"Caffè Mocha","tall","Whole","Yes",310,16,45,110,34,28,95
"Caffè Mocha","tall","Soy","No",200,5,0,90,28,20,95
"Caffè Mocha","tall","Soy","No",260,11,25,95,30,22,95
"Caffè Mocha","tall","Coconut","No",190,7,0,105,29,23,95
"Caffè Mocha","tall","Coconut","Yes",250,13,25,110,30,25,95
"Caffè Mocha","grande","Nonfat","No",250,2.5,5,125,42,34,175
"Caffè Mocha","grande","Nonfat","Yes",320,10,30,135,44,36,175
"Caffè Mocha","grande","2%","No",290,8,25,140,42,34,175
"Caffè Mocha","grande","2%","Yes",360,15,50,150,44,35,175
"Caffè Mocha","grande","Whole","No",330,12,30,130,42,34,175
"Caffè Mocha","grande","Whole","Yes",400,19,55,135,44,35,175
"Caffè Mocha","grande","Soy","No",260,7,0,110,37,26,175
"Caffè Mocha","grande","Soy","Yes",330,14,25,115,39,28,175
"Caffè Mocha","grande","Coconut","No",250,9,0,130,38,30,175
"Caffè Mocha","grande","Coconut","Yes",320,16,25,135,40,32,175
"Caffè Mocha","venti","Nonfat","No",310,3.5,10,170,54,44,185
"Caffè Mocha","venti","Nonfat","Yes",390,10,35,170,56,45,185
"Caffè Mocha","venti","2%","No",380,11,30,190,53,43,185
"Caffè Mocha","venti","2%","Yes",450,18,55,190,55,45,185
"Caffè Mocha","venti","Whole","No",420,16,40,170,53,43,185
"Caffè Mocha","venti","Whole","Yes",490,23,65,180,55,45,185
"Caffè Mocha","venti","Soy","No",330,9,0,140,46,34,185
"Caffè Mocha","venti","Soy","Yes",400,16,25,150,48,35,185
"Caffè Mocha","venti","Coconut","No",320,12,0,170,48,38,185
"Caffè Mocha","venti","Coconut","Yes",390,19,25,180,50,40,185
"Iced Caffè Mocha","tall","Nonfat","No",150,2,5,65,27,22,95
"Iced Caffè Mocha","tall","Nonfat","Yes",240,10,30,75,30,23,95
"Iced Caffè Mocha","tall","2%","No",180,4.5,10,70,27,21,95
"Iced Caffè Mocha","tall","2%","Yes",260,12,40,80,29,23,95
"Iced Caffè Mocha","tall","Whole","No",190,6,15,65,27,21,95
"Iced Caffè Mocha","tall","Whole","Yes",270,14,45,75,29,23,95
"Iced Caffè Mocha","tall","Soy","No",160,4,0,60,25,18,95
"Iced Caffè Mocha","tall","Soy","Yes",240,12,30,65,27,20,95
"Iced Caffè Mocha","tall","Coconut","No",150,5,0,65,25,19,95
"Iced Caffè Mocha","tall","Coconut","Yes",240,13,30,70,27,22,95
"Iced Caffè Mocha","grande","Nonfat","No",200,2.5,5,80,36,28,175
"Iced Caffè Mocha","grande","Nonfat","Yes",320,14,45,90,40,30,175
"Iced Caffè Mocha","grande","2%","No",230,6,15,90,36,28,175
"Iced Caffè Mocha","grande","2%","Yes",350,17,55,100,39,30,175
"Iced Caffè Mocha","grande","Whole","No",250,8,15,80,36,28,175
"Iced Caffè Mocha","grande","Whole","Yes",360,19,60,95,39,30,175
"Iced Caffè Mocha","grande","Soy","No",210,5,0,75,33,24,175
"Iced Caffè Mocha","grande","Soy","Yes",330,16,40,85,37,26,175
"Iced Caffè Mocha","grande","Coconut","No",210,6,0,80,34,26,175
"Iced Caffè Mocha","grande","Coconut","Yes",320,18,40,95,37,29,175
"Iced Caffè Mocha","venti","Nonfat","No",300,3.5,5,110,53,41,265
"Iced Caffè Mocha","venti","Nonfat","Yes",410,15,45,120,57,43,265
"Iced Caffè Mocha","venti","2%","No",340,8,20,120,53,41,265
"Iced Caffè Mocha","venti","2%","Yes",450,19,60,130,56,43,265
"Iced Caffè Mocha","venti","Whole","No",360,11,25,110,53,41,265
"Iced Caffè Mocha","venti","Whole","Yes",470,22,65,125,56,43,265
"Iced Caffè Mocha","venti","Soy","No",310,7,0,100,49,35,265
"Iced Caffè Mocha","venti","Soy","Yes",430,18,40,110,53,37,265
"Iced Caffè Mocha","venti","Coconut","No",300,9,0,115,50,38,265
"Iced Caffè Mocha","venti","Coconut","Yes",420,20,40,125,53,41,265
"Cappuccino","short","Nonfat","No",50,0.1,5,60,8,7,75
"Cappuccino","short","2%","No",80,3,10,70,8,7,75
"Cappuccino","short","Whole","No",90,4.5,15,60,8,7,75
"Cappuccino","short","Soy","No",50,1.5,0,40,4,3,75
"Cappuccino","short","Coconut","No",70,4,0,75,7,6,75
"Cappuccino","tall","Nonfat","No",60,0.1,5,70,9,8,75
"Cappuccino","tall","2%","No",90,3.5,15,80,9,8,75
"Cappuccino","tall","Whole","No",110,6,15,75,9,8,75
"Cappuccino","tall","Soy","No",70,3,0,65,7,4,75
"Cappuccino","tall","Coconut","No",100,6,0,115,11,9,75
"Cappuccino","grande","Nonfat","No",80,0.2,5,90,12,10,150
"Cappuccino","grande","2%","No",120,4,15,100,12,10,150
"Cappuccino","grande","Whole","No",140,7,20,90,12,10,150
"Cappuccino","grande","Soy","No",100,3.5,0,80,9,5,150
"Cappuccino","grande","Coconut","No",130,8,0,150,14,12,150
"Cappuccino","venti","Nonfat","No",110,0.2,5,120,16,14,150
"Cappuccino","venti","2%","No",150,6,25,135,16,14,150
"Cappuccino","venti","Whole","No",190,9,30,125,16,14,150
"Cappuccino","venti","Soy","No",120,4.5,0,110,11,7,150
"Cappuccino","venti","Coconut","No",170,10,0,190,18,15,150
"Caramel Macchiato","short","Nonfat","No",100,1,5,70,16,15,75
"Caramel Macchiato","short","2%","No",120,4,15,80,16,15,75
"Caramel Macchiato","short","Whole","No",140,6,20,70,16,15,75
"Caramel Macchiato","short","Soy","No",100,3,0,60,14,11,75
"Caramel Macchiato","short","Coconut","No",100,4,0,70,14,13,75
"Caramel Macchiato","tall","Nonfat","No",150,1.5,10,105,27,25,75
"Caramel Macchiato","tall","2%","No",190,6,20,120,26,25,75
"Caramel Macchiato","tall","Whole","No",210,9,25,110,26,25,75
"Caramel Macchiato","tall","Soy","No",160,4.5,5,95,22,19,75
"Caramel Macchiato","tall","Coconut","No",150,6,5,105,23,21,75
"Caramel Macchiato","grande","Nonfat","No",200,1.5,10,135,36,34,150
"Caramel Macchiato","grande","2%","No",250,7,25,150,35,33,150
"Caramel Macchiato","grande","Whole","No",280,11,35,140,35,33,150
"Caramel Macchiato","grande","Soy","No",210,6,5,120,30,26,150
"Caramel Macchiato","grande","Coconut","No",200,8,5,130,32,29,150
"Caramel Macchiato","venti","Nonfat","No",250,1.5,10,170,45,42,150
"Caramel Macchiato","venti","2%","No",310,9,35,190,44,42,150
"Caramel Macchiato","venti","Whole","No",350,13,40,170,44,42,150
"Caramel Macchiato","venti","Soy","No",260,7,5,150,38,33,150
"Caramel Macchiato","venti","Coconut","No",250,10,5,170,39,36,150
"Iced Caramel Macchiato","tall","Nonfat","No",140,1.5,10,100,26,24,75
"Iced Caramel Macchiato","tall","2%","No",180,5,20,110,26,24,75
"Iced Caramel Macchiato","tall","Whole","No",200,8,25,100,26,24,75
"Iced Caramel Macchiato","tall","Soy","No",160,4.5,5,90,22,19,75
"Iced Caramel Macchiato","tall","Coconut","No",140,6,5,95,23,21,75
"Iced Caramel Macchiato","grande","Nonfat","No",210,2,10,135,37,35,150
"Iced Caramel Macchiato","grande","2%","No",250,7,25,150,37,34,150
"Iced Caramel Macchiato","grande","Whole","No",280,11,35,140,37,34,150
"Iced Caramel Macchiato","grande","Soy","No",220,6,5,125,32,28,150
"Iced Caramel Macchiato","grande","Coconut","No",210,8,5,130,33,30,150
"Iced Caramel Macchiato","venti","Nonfat","No",290,2.5,15,180,53,50,225
"Iced Caramel Macchiato","venti","2%","No",350,9,35,200,53,49,225
"Iced Caramel Macchiato","venti","Whole","No",390,14,45,190,53,49,225
"Iced Caramel Macchiato","venti","Soy","No",310,8,5,170,47,40,225
"Iced Caramel Macchiato","venti","Coconut","No",290,10,5,170,47,43,225
"Cinnamon Dolce Latte","short","Nonfat","No",100,0.1,5,70,20,19,75
"Cinnamon Dolce Latte","short","Nonfat","Yes",160,5,20,75,22,21,75
"Cinnamon Dolce Latte","short","2%","No",130,3,15,75,20,19,75
"Cinnamon Dolce Latte","short","2%","Yes",180,8,30,80,22,20,75
"Cinnamon Dolce Latte","short","Whole","No",150,5,15,70,20,19,75
"Cinnamon Dolce Latte","short","Whole","Yes",200,10,35,75,22,20,75
"Cinnamon Dolce Latte","short","Soy","No",110,2.5,0,60,17,15,75
"Cinnamon Dolce Latte","short","Soy","Yes",170,8,20,65,19,16,75
"Cinnamon Dolce Latte","short","Coconut","No",110,3.5,0,70,18,17,75
"Cinnamon Dolce Latte","short","Coconut","Yes",160,9,20,75,20,19,75
"Cinnamon Dolce Latte","tall","Nonfat","No",160,0.2,5,110,31,30,75
"Cinnamon Dolce Latte","tall","Nonfat","Yes",220,6,30,115,33,31,75
"Cinnamon Dolce Latte","tall","2%","No",200,5,20,125,30,29,75
"Cinnamon Dolce Latte","tall","2%","Yes",270,11,45,130,32,31,75
"Cinnamon Dolce Latte","tall","Whole","No",230,8,25,110,30,29,75
"Cinnamon Dolce Latte","tall","Whole","Yes",290,14,50,120,32,31,75
"Cinnamon Dolce Latte","tall","Soy","No",170,4,0,95,26,23,75
"Cinnamon Dolce Latte","tall","Soy","No",240,10,20,100,28,25,75
"Cinnamon Dolce Latte","tall","Coconut","No",160,6,0,110,27,26,75
"Cinnamon Dolce Latte","tall","Coconut","Yes",230,12,20,115,29,28,75
"Cinnamon Dolce Latte","grande","Nonfat","No",210,0.3,5,135,40,38,150
"Cinnamon Dolce Latte","grande","Nonfat","Yes",280,7,30,140,43,40,150
"Cinnamon Dolce Latte","grande","2%","No",260,6,25,150,40,38,150
"Cinnamon Dolce Latte","grande","2%","Yes",330,13,50,160,42,40,150
"Cinnamon Dolce Latte","grande","Whole","No",300,10,30,140,40,38,150
"Cinnamon Dolce Latte","grande","Whole","Yes",370,17,60,150,42,40,150
"Cinnamon Dolce Latte","grande","Soy","No",220,5,0,120,34,30,150
"Cinnamon Dolce Latte","grande","Soy","Yes",300,12,25,125,37,32,150
"Cinnamon Dolce Latte","grande","Coconut","No",210,7,0,140,36,33,150
"Cinnamon Dolce Latte","grande","Coconut","Yes",290,14,25,150,38,36,150
"Cinnamon Dolce Latte","venti","Nonfat","No",270,0.3,10,180,51,49,150
"Cinnamon Dolce Latte","venti","Nonfat","Yes",340,7,35,190,54,51,150
"Cinnamon Dolce Latte","venti","2%","No",330,8,35,200,50,48,150
"Cinnamon Dolce Latte","venti","2%","Yes",410,15,60,210,53,50,150
"Cinnamon Dolce Latte","venti","Whole","No",380,14,40,180,50,48,150
"Cinnamon Dolce Latte","venti","Whole","Yes",450,21,70,190,53,50,150
"Cinnamon Dolce Latte","venti","Soy","No",280,6,0,160,43,38,150
"Cinnamon Dolce Latte","venti","Soy","Yes",360,13,25,160,46,40,150
"Cinnamon Dolce Latte","venti","Coconut","No",270,10,0,180,45,42,150
"Cinnamon Dolce Latte","venti","Coconut","Yes",350,17,25,190,47,45,150
"Flat White","short","Nonfat","No",60,0.1,5,70,9,8,130
"Flat White","short","2%","No",90,3.5,15,80,9,8,130
"Flat White","short","Whole","No",110,5,15,70,9,8,130
"Flat White","short","Soy","No",70,2.5,0,65,6,4,130
"Flat White","short","Coconut","No",60,4,0,70,7,5,130
"Flat White","tall","Nonfat","No",100,0.2,5,115,15,13,130
"Flat White","tall","2%","No",140,5,20,130,14,13,130
"Flat White","tall","Whole","No",170,9,25,115,14,13,130
"Flat White","tall","Soy","No",110,4,0,100,10,6,130
"Flat White","tall","Coconut","No",100,6,0,110,11,9,130
"Flat White","grande","Nonfat","No",130,0.3,5,150,19,17,195
"Flat White","grande","2%","No",180,7,30,160,18,17,195
"Flat White","grande","Whole","No",220,11,35,150,18,17,195
"Flat White","grande","Soy","No",150,5,0,130,13,8,195
"Flat White","grande","Coconut","No",130,8,0,140,14,11,195
"Flat White","venti","Nonfat","No",170,0.4,10,190,24,23,195
"Flat White","venti","2%","No",240,9,35,220,24,22,195
"Flat White","venti","Whole","No",290,15,45,200,24,22,195
"Flat White","venti","Soy","No",190,7,0,170,16,11,195
"Flat White","venti","Coconut","No",170,10,0,190,18,15,195
"Latte Macchiato","short","Nonfat","No",60,0.1,5,70,10,8,150
"Latte Macchiato","short","2%","No",90,3.5,15,80,9,8,150
"Latte Macchiato","short","Whole","No",110,5,15,70,9,8,150
"Latte Macchiato","short","Soy","No",70,2.5,0,60,7,4,150
"Latte Macchiato","short","Coconut","No",70,3.5,0,70,7,5,150
"Latte Macchiato","tall","Nonfat","No",100,0.2,5,115,15,13,150
"Latte Macchiato","tall","2%","No",140,5,20,130,15,13,150
"Latte Macchiato","tall","Whole","No",170,9,25,115,15,13,150
"Latte Macchiato","tall","Soy","No",110,4,0,100,10,6,150
